1607254413,23.4,23.0,1000.49,106.10578906569616,2738.725726649915,5,16.8
1607254445,23.4,23.0,1000.51,106.3581158257746,2738.725726649915,5,16.8
1607254488,23.4,23.0,1000.52,106.02168150696347,2738.725726649915,5,16.8
1607254499,23.4,23.0,1000.57,106.10578906569616,2738.725726649915,5,16.8
1607254501,23.4,23.0,1000.6,106.10578906569616,2738.725726649915,5,16.8
1607254510,23.4,23.0,1000.55,106.52633706918363,2738.725726649915,5,16.8
1608217248,21.6,21.0,1006.84,53.41973888290714,2854.9699494754163,5,16.8
1608217597,21.7,21.0,1006.79,53.754475753949826,2857.0735614322844,5,16.8
1608218324,22.1,21.0,1006.92,53.503422091178614,2865.4950444117308,5,16.8
1608218361,22.1,22.0,1006.84,52.41559287224995,2787.5491392676213,5,16.8
1608218476,22.2,22.0,1006.95,52.3319184117078,2789.6015766699356,5,16.8
1608218953,22.6,22.0,1007.07,52.41559287224995,2797.8182033563266,5,16.8
1608219559,23.1,22.0,1007.1,50.90955551368168,2808.1044549314306,16,0.0
1608219805,23.1,23.0,1007.1,51.076882234889574,2732.704245675639,10,17.7
1608220078,23.3,23.0,1007.17,50.993218537971735,2736.717894274523,10,0.0
1608220425,23.4,23.0,1007.15,50.240275532361814,2738.725726649915,4,0.0
1608220915,23.5,23.0,1007.19,50.574910142513815,2740.734230987929,6,0.0
1608221715,25.3,23.0,1007.2,50.240275532361814,2777.002139485116,12,0.0
1608221914,19.6,18.0,1008.67,37.69923841679745,3063.934260218827,2,11.0
1608222002,19.8,18.0,1008.67,38.61840122264606,3068.4678440714706,2,0.0
1608278270,18.1,18.0,997.62,131.62178401998622,3030.0286490193052,2,0.0
1608278273,18.2,18.0,997.57,131.3688430024758,3032.2837346227,8,0.0
1608278258,17.5,18.0,997.5,131.3688430024758,3016.5140134054654,4,10.1
1608278270,16.4,18.0,997.5,131.03159789325233,2991.807924435824,0,0.0
1608278270,18.3,18.0,986.72,222.488007513743,3034.539576093382,16,0.0
1608278270,18.1,18.0,986.95,221.55243083958194,3030.0286490193052,16,0.0
1608278271,18.1,18.0,987.12,219.4264341859136,3030.0286490193052,16,0.0
1609321319,18.1,18.0,987.21,219.34140338794512,3030.0286490193052,16,0.0
1609321554,18.3,18.0,987.31,217.98100546316664,3034.539576093382,16,0.0
1609322522,18.3,18.0,987.39,217.30087343836195,3034.539576093382,16,0.0
1609323948,18.9,18.0,987.33,217.4709022615256,3048.0904933394995,16,0.0
1609323928,18.2,18.0,987.28,218.06602510367796,3032.2837346227,3,2.2
1609325080,18.3,18.0,987.39,217.04583543205865,3034.539576093382,6,0.0
1609325355,18.3,0.0,987.45,216.70579451622274,0,6,0.0
1609325687,18.3,18.0,987.57,215.7707395010643,3034.539576093382,6,0.0
1609326017,18.3,18.0,987.51,216.45077114831446,3034.539576093382,14,0.0
1609326789,18.4,18.0,987.57,216.45077114831446,3036.79617334578,14,0.0
1609326912,18.3,18.0,987.55,216.79080369958876,3034.539576093382,14,11.2
1609327515,18.5,19.0,985.9,229.2096311857167,2952.2316603786653,14,0.0
1609419914,19.0,19.0,995.3,150.10313675242688,2963.2229544436673,12,11.1
1609580667,19.2,19.0,995.35,149.59635985497835,2967.624639430511,12,0.0
1609581260,19.4,19.0,995.3,149.59635985497835,2972.029276221161,12,0.0
1609584894,19.4,19.0,995.32,150.3565344769849,2972.029276221161,8,0.0
1609585381,14.8,19.0,994.96,152.5529071810781,2871.4705877148035,12,0.0
1609585981,17.6,15.0,994.83,155.00325577528776,3305.8548463043435,12,21.2
1609586556,18.9,18.0,993.92,161.76583799989697,3048.0904933394995,6,0.0
1609612383,18.9,18.0,993.89,161.76583799989697,3048.0904933394995,6,0.0
1609612957,18.8,18.0,993.89,162.69603767531402,3045.830118461607,6,0.0
1609613558,18.7,18.0,993.82,163.28802632779235,3043.570498937777,6,0.0
1609614159,18.2,18.0,993.4,166.6714664781817,3032.2837346227,12,0.0
1609657383,18.1,18.0,993.27,167.3482868793721,3030.0286490193052,12,0.0
1609657956,18.1,18.0,993.42,166.6714664781817,3030.0286490193052,0,0.0
1609658558,18.0,18.0,993.56,165.65631862240926,3027.7743193687784,6,0.0
1609659158,18.0,18.0,993.63,163.37259889144633,3027.7743193687784,6,0.0
1609659780,18.0,18.0,993.69,164.21836242930752,3027.7743193687784,8,0.0
1609660359,18.0,18.0,993.78,163.45717214417613,3027.7743193687784,8,0.0
1609660958,18.0,18.0,993.8,162.94974296369355,3027.7743193687784,2,0.0
1609661556,18.0,18.0,993.75,163.71089603696328,3027.7743193687784,2,0.0
1609662157,18.0,18.0,993.74,162.4423385877261,3027.7743193687784,2,0.0
1609662243,18.0,18.0,993.84,162.86517384523663,3027.7743193687784,2,0.0
1609663400,18.0,18.0,993.8,162.18864570059029,3027.7743193687784,2,0.0
1609663960,18.0,18.0,994.0,162.27320930738554,3027.7743193687784,14,0.0
1609664625,18.0,18.0,994.03,161.2584914906042,3027.7743193687784,10,0.0
1609665159,18.0,18.0,994.12,160.24387285577845,3027.7743193687784,2,0.0
1609665758,18.0,18.0,994.09,160.24387285577845,3027.7743193687784,2,0.0
1609666358,18.0,18.0,994.24,159.14481456699872,3027.7743193687784,6,0.0
1609666981,18.0,18.0,994.36,158.63759613858443,3027.7743193687784,2,0.0
1609667557,18.0,18.0,994.21,158.7221308223113,3027.7743193687784,2,0.0
1609668181,17.9,18.0,994.3,159.14481456699872,3025.520745756716,2,0.0
1609668757,18.0,18.0,994.33,159.14481456699872,3027.7743193687784,2,0.0
1609669354,18.1,18.0,994.27,159.48297395478008,3030.0286490193052,12,0.0
1609669956,18.2,18.0,994.3,159.5675155229459,3032.2837346227,12,0.0
1609670024,18.3,18.0,994.08,160.6666185683155,3034.539576093382,12,0.0
1609671180,18.3,18.0,993.93,161.85039816230724,3034.539576093382,12,0.0
1609671757,18.4,18.0,993.87,162.18864570059029,3036.79617334578,12,0.0
1609672379,18.4,18.0,993.91,163.11888326766265,3036.79617334578,12,0.0
1609672980,18.2,18.0,993.84,162.94974296369355,3032.2837346227,12,0.0
