1610711631,8.8
1610712254,10.1
1610712834,8.8
1610714182,0.0
1610714508,12.1
1610714658,0.0
1610715107,11.2
1610715708,12.1
1610716310,12.1
1610716668,12.3
1610718163,12.2
1610718769,12.2
1610719364,12.1
1611143585,12.1
1611144168,12.1
1611144771,12.1
1611144766,12.1
1611145470,12.1
1611145968,12.1
1611146568,12.1
1611147169,12.1
1611147771,12.1
1611148371,12.1
1611149322,12.0
1611149566,12.1
1611150170,12.0
1611150769,12.0
1611151369,12.1
1611151954,12.1
1611152571,12.1
1611153171,12.1
1611153768,12.1
1611154369,12.1
1611154971,12.1
1611155568,12.1
1611156167,12.1
1611156766,12.1
1611157366,12.0
1611157540,12.1
1611157964,12.1
1611161850,12.1
1611162170,12.1
1611162768,12.1
1611163367,12.1
1611163967,12.1
1611164567,12.1
1611165164,12.1
1611165770,12.1
1611166374,12.1
1611166975,12.1
1611167569,12.1
1611168167,12.1
1611168770,12.1
1611169371,12.1
1611169968,12.1
1611170568,12.0
1611171167,12.0
1611171766,12.0
1611172367,12.0
1611172964,12.0
1611173566,12.0
1611174166,12.0
1611174765,12.0
1611175367,12.0
1611175967,12.0
1611176569,12.0
1611177168,12.0
1611177769,12.0
1611178367,12.0
1611178967,12.0
1611179567,12.0
1611180169,11.9
1611198170,11.9
1611198768,11.9
1611199367,11.9
1611199968,11.9
1611200565,11.9
1611201166,11.9
1611201768,11.9
1611202367,11.9
1611202971,11.9
1611203570,11.9
1611204168,11.9
1611204766,11.9
1611205366,11.9
1611205966,11.9
1611206567,11.9
1611207169,11.9
1611207769,11.9
1611208368,11.9
1611208968,11.9
1611209567,11.9
1611210169,11.8
1611210769,11.8
1611211368,11.8
1611211967,11.8
1611212570,11.8
1611213168,11.8
1611213767,11.8
1611214369,11.8
1611214969,11.8
1611215567,11.8
1611216166,11.8
1611216768,11.9
1611217364,11.8
1611217966,11.9
1611218567,11.9
1611219168,11.9
1611219766,11.9
1611220367,11.8
1611220966,11.8
1611221566,11.8
1611222167,11.9
1611222766,11.8
1611223368,11.8
1611223966,11.9
1611224566,11.8
1611225165,11.8
1611225768,11.9
1611226364,11.8
1611226963,11.8
1611227566,11.8
1611228167,11.9
1611228765,11.9
1611229368,11.9
1611229968,11.9
1611230567,11.8
1611231169,11.9
1611231771,11.9
1611232369,11.9
1611232972,11.8
1611233568,11.8
1611234170,11.8
1611234769,11.8
1611235368,11.8
1611235969,11.8
1611236567,11.8
1611237165,11.8
1611237766,11.8
1611238366,11.8
1611238968,11.8
1611239566,11.8
1611240167,11.8
1611240768,11.8
1611241366,11.8
1611241970,11.8
1611242566,11.8
1611243166,11.8
1611243768,11.8
1611244369,11.8
1611244967,11.8
1611245571,11.8
1611246172,11.8
1611246768,11.8
1611247370,11.8
1611247970,11.8
1611248571,11.8
1611249169,11.8
1611249770,11.8
1611250371,11.8
1611250969,11.8
1611251565,11.8
1611252165,11.7
1611291769,11.7
1611292370,11.7
1611292968,11.7
1611293569,11.7
1611294162,11.7
1611294215,11.7
1611294273,11.7
